algorithm,num_procs,dtype,message_size_bytes,time_stat,time_seconds,algbw_GBps,busbw_GBps,num_reps
mpi-ring,12,float,32768,stddev,2.01614e-05,1.62529,2.97969,1000
mpi-ring,12,float,65536,min,6.1379e-05,1.06773,1.9575,1000
mpi-ring,12,float,65536,mean,9.20304e-05,0.712113,1.30554,1000
mpi-ring,12,float,65536,median,7.9572e-05,0.823606,1.50994,1000
mpi-ring,12,float,65536,max,0.00045504,0.144023,0.264041,1000
mpi-ring,12,float,65536,stddev,3.58911e-05,1.82597,3.34761,1000
mpi-ring,12,float,131072,min,7.5627e-05,1.73314,3.17742,1000
mpi-ring,12,float,131072,mean,0.000116155,1.12843,2.06878,1000
mpi-ring,12,float,131072,median,0.000103546,1.26583,2.32068,1000
mpi-ring,12,float,131072,max,0.000635908,0.206118,0.377883,1000
mpi-ring,12,float,131072,stddev,4.50215e-05,2.91132,5.33742,1000
mpi-ring,12,float,262144,min,0.000112308,2.33415,4.27928,1000
mpi-ring,12,float,262144,mean,0.000182829,1.43382,2.62867,1000
mpi-ring,12,float,262144,median,0.000164865,1.59005,2.9151,1000
mpi-ring,12,float,262144,max,0.000717456,0.36538,0.669863,1000
mpi-ring,12,float,262144,stddev,6.12073e-05,4.28289,7.85196,1000
mpi-ring,12,float,524288,min,0.000182717,2.8694,5.26057,1000
mpi-ring,12,float,524288,mean,0.000289162,1.81313,3.32407,1000
mpi-ring,12,float,524288,median,0.000273774,1.91504,3.51091,1000
mpi-ring,12,float,524288,max,0.000866525,0.605047,1.10925,1000
mpi-ring,12,float,524288,stddev,7.46499e-05,7.02329,12.876,1000
mpi-ring,12,float,1048576,min,0.00029796,3.51918,6.45184,615
mpi-ring,12,float,1048576,mean,0.000487872,2.14929,3.94036,615
mpi-ring,12,float,1048576,median,0.000472292,2.22019,4.07034,615
mpi-ring,12,float,1048576,max,0.000932972,1.12391,2.0605,615
mpi-ring,12,float,1048576,stddev,9.78197e-05,10.7195,19.6524,615
mpi-ring,12,float,2097152,min,0.000750916,2.79279,5.12012,255
mpi-ring,12,float,2097152,mean,0.00117765,1.78079,3.26479,255
mpi-ring,12,float,2097152,median,0.00112077,1.87117,3.43048,255
mpi-ring,12,float,2097152,max,0.00237769,0.882013,1.61702,255
mpi-ring,12,float,2097152,stddev,0.000270018,7.76671,14.239,255
mpi-ring,12,float,4194304,min,0.00300894,1.39395,2.55557,85
mpi-ring,12,float,4194304,mean,0.00356704,1.17585,2.15572,85
mpi-ring,12,float,4194304,median,0.00355153,1.18098,2.16514,85
mpi-ring,12,float,4194304,max,0.0041594,1.00839,1.84872,85
mpi-ring,12,float,4194304,stddev,0.00022386,18.7363,34.3498,85
mpi-ring,12,float,8388608,min,0.00761748,1.10123,2.01892,37
mpi-ring,12,float,8388608,mean,0.0083308,1.00694,1.84606,37
mpi-ring,12,float,8388608,median,0.0083357,1.00635,1.84497,37
mpi-ring,12,float,8388608,max,0.00911614,0.920193,1.68702,37
mpi-ring,12,float,8388608,stddev,0.000396651,21.1486,38.7724,37
mpi-ring,12,float,16777216,min,0.0186123,0.901403,1.65257,16
mpi-ring,12,float,16777216,mean,0.0195914,0.856358,1.56999,16
mpi-ring,12,float,16777216,median,0.0193368,0.86763,1.59066,16
mpi-ring,12,float,16777216,max,0.0210458,0.797175,1.46149,16
mpi-ring,12,float,16777216,stddev,0.000750592,22.352,40.9786,16
mpi-ring,12,float,33554432,min,0.0433083,0.774781,1.42043,7
mpi-ring,12,float,33554432,mean,0.0451519,0.743146,1.36243,7
mpi-ring,12,float,33554432,median,0.0448455,0.748223,1.37174,7
mpi-ring,12,float,33554432,max,0.04806,0.698178,1.27999,7
mpi-ring,12,float,33554432,stddev,0.00169226,19.8282,36.3517,7
mpi-ring,12,float,67108864,min,0.0863074,0.777556,1.42552,4
mpi-ring,12,float,67108864,mean,0.0885974,0.757459,1.38867,4
mpi-ring,12,float,67108864,median,0.0889787,0.754212,1.38272,4
mpi-ring,12,float,67108864,max,0.0901247,0.744622,1.36514,4
mpi-ring,12,float,67108864,stddev,0.00162158,41.3849,75.8722,4
mpi-ring,12,float,134217728,min,0.172104,0.779863,1.42975,3
mpi-ring,12,float,134217728,mean,0.175432,0.76507,1.40263,3
mpi-ring,12,float,134217728,median,0.174863,0.767561,1.40719,3
mpi-ring,12,float,134217728,max,0.179329,0.748443,1.37215,3
mpi-ring,12,float,134217728,stddev,0.00364597,36.8126,67.4898,3
ring,13,float,8,min,4.878e-06,0.00164002,0.00302772,1000
ring,13,float,8,mean,7.32902e-06,0.00109155,0.00201517,1000
ring,13,float,8,median,5.399e-06,0.00148176,0.00273555,1000
ring,13,float,8,max,0.000274037,2.91931e-05,5.3895e-05,1000
ring,13,float,8,stddev,1.17411e-05,0.000681365,0.0012579,1000
mpi-default,13,float,8,min,1.061e-06,0.00754006,0.0139201,1000
mpi-default,13,float,8,mean,2.09196e-06,0.00382416,0.00705999,1000
mpi-default,13,float,8,median,1.465e-06,0.00546075,0.0100814,1000
mpi-default,13,float,8,max,9.1214e-05,8.77058e-05,0.000161918,1000
mpi-default,13,float,8,stddev,5.23201e-06,0.00152905,0.00282286,1000
ring,13,float,16,min,4.855e-06,0.00329557,0.00608413,1000
ring,13,float,16,mean,6.83353e-06,0.0023414,0.00432258,1000
ring,13,float,16,median,5.4055e-06,0.00295995,0.00546452,1000
ring,13,float,16,max,0.000110088,0.000145338,0.000268317,1000
ring,13,float,16,stddev,7.16482e-06,0.00223313,0.00412271,1000
mpi-default,13,float,16,min,1.314e-06,0.0121766,0.0224798,1000
mpi-default,13,float,16,mean,2.12752e-06,0.00752048,0.013884,1000
mpi-default,13,float,16,median,1.622e-06,0.00986436,0.0182111,1000
mpi-default,13,float,16,max,0.000114388,0.000139875,0.00025823,1000
mpi-default,13,float,16,stddev,4.8688e-06,0.00328623,0.00606689,1000
ring,13,float,32,min,5.091e-06,0.0062856,0.0116042,1000
ring,13,float,32,mean,7.74053e-06,0.00413409,0.00763216,1000
ring,13,float,32,median,5.6245e-06,0.00568939,0.0105035,1000
ring,13,float,32,max,0.000261741,0.000122258,0.000225708,1000
ring,13,float,32,stddev,1.32006e-05,0.00242413,0.00447533,1000
mpi-default,13,float,32,min,1.29e-06,0.0248062,0.0457961,1000
mpi-default,13,float,32,mean,2.47766e-06,0.0129154,0.0238438,1000
mpi-default,13,float,32,median,1.6535e-06,0.0193529,0.0357284,1000
mpi-default,13,float,32,max,0.000117572,0.000272174,0.000502474,1000
mpi-default,13,float,32,stddev,6.10796e-06,0.00523906,0.00967212,1000
ring,13,float,64,min,5.439e-06,0.0117669,0.0217235,1000
ring,13,float,64,mean,7.71486e-06,0.00829568,0.0153151,1000
ring,13,float,64,median,5.8225e-06,0.0109918,0.0202926,1000
ring,13,float,64,max,0.000123098,0.000519911,0.000959836,1000
ring,13,float,64,stddev,9.15787e-06,0.00698852,0.0129019,1000
mpi-default,13,float,64,min,1.408e-06,0.0454545,0.0839161,1000
mpi-default,13,float,64,mean,2.47828e-06,0.0258244,0.0476758,1000
mpi-default,13,float,64,median,1.6975e-06,0.0377025,0.0696046,1000
mpi-default,13,float,64,max,0.000156498,0.000408951,0.000754986,1000
mpi-default,13,float,64,stddev,6.80887e-06,0.0093995,0.0173529,1000
ring,13,float,128,min,5.514e-06,0.0232136,0.0428559,1000
ring,13,float,128,mean,8.97646e-06,0.0142595,0.0263253,1000
ring,13,float,128,median,6.0755e-06,0.0210682,0.0388952,1000
ring,13,float,128,max,0.000191471,0.000668509,0.00123417,1000
ring,13,float,128,stddev,1.40285e-05,0.00912426,0.0168448,1000
mpi-default,13,float,128,min,1.479e-06,0.086545,0.159775,1000
mpi-default,13,float,128,mean,2.86465e-06,0.0446826,0.082491,1000
mpi-default,13,float,128,median,1.805e-06,0.0709141,0.130918,1000
mpi-default,13,float,128,max,0.000149479,0.000856308,0.00158088,1000
mpi-default,13,float,128,stddev,7.43447e-06,0.0172171,0.0317854,1000
ring,13,float,256,min,5.891e-06,0.0434561,0.0802267,1000
ring,13,float,256,mean,9.74109e-06,0.0262804,0.0485177,1000
ring,13,float,256,median,6.3255e-06,0.0404711,0.0747159,1000
ring,13,float,256,max,0.000243289,0.00105225,0.00194261,1000
ring,13,float,256,stddev,1.65935e-05,0.0154277,0.0284819,1000
mpi-default,13,float,256,min,1.55e-06,0.165161,0.304913,1000
mpi-default,13,float,256,mean,2.46998e-06,0.103644,0.191344,1000
mpi-default,13,float,256,median,1.843e-06,0.138904,0.256438,1000
mpi-default,13,float,256,max,7.2001e-05,0.00355551,0.00656401,1000
mpi-default,13,float,256,stddev,4.04296e-06,0.0633199,0.116898,1000
ring,13,float,512,min,5.74e-06,0.0891986,0.164674,1000
ring,13,float,512,mean,8.42767e-06,0.0607522,0.112158,1000
ring,13,float,512,median,6.291e-06,0.0813861,0.150251,1000
ring,13,float,512,max,0.000166513,0.00307483,0.00567662,1000
ring,13,float,512,stddev,9.26834e-06,0.0552418,0.101985,1000
mpi-default,13,float,512,min,2.613e-06,0.195943,0.361742,1000
mpi-default,13,float,512,mean,3.99984e-06,0.128005,0.236317,1000
mpi-default,13,float,512,median,3.0355e-06,0.168671,0.311392,1000
mpi-default,13,float,512,max,9.4277e-05,0.0054308,0.0100261,1000
mpi-default,13,float,512,stddev,5.31331e-06,0.0963617,0.177899,1000
ring,13,float,1024,min,6.058e-06,0.169033,0.31206,1000
ring,13,float,1024,mean,7.87015e-06,0.130112,0.240206,1000
ring,13,float,1024,median,6.5555e-06,0.156205,0.288378,1000
ring,13,float,1024,max,0.000112356,0.00911389,0.0168256,1000
ring,13,float,1024,stddev,7.01683e-06,0.145935,0.269418,1000
mpi-default,13,float,1024,min,2.825e-06,0.362478,0.66919,1000
mpi-default,13,float,1024,mean,4.15244e-06,0.246602,0.455265,1000
mpi-default,13,float,1024,median,3.242e-06,0.315854,0.583116,1000
mpi-default,13,float,1024,max,9.3826e-05,0.0109138,0.0201486,1000
mpi-default,13,float,1024,stddev,5.81966e-06,0.175955,0.32484,1000
ring,13,float,2048,min,6.29e-06,0.325596,0.601101,1000
ring,13,float,2048,mean,9.23278e-06,0.221818,0.409511,1000
ring,13,float,2048,median,6.977e-06,0.293536,0.541912,1000
ring,13,float,2048,max,0.000378665,0.00540847,0.00998488,1000
ring,13,float,2048,stddev,1.55307e-05,0.131868,0.243449,1000
mpi-default,13,float,2048,min,3.472e-06,0.589862,1.08898,1000
mpi-default,13,float,2048,mean,5.38103e-06,0.380597,0.70264,1000
mpi-default,13,float,2048,median,4.118e-06,0.497329,0.918145,1000
mpi-default,13,float,2048,max,9.549e-05,0.0214473,0.039595,1000
mpi-default,13,float,2048,stddev,7.23831e-06,0.282939,0.522349,1000
ring,13,float,4096,min,1.0199e-05,0.401608,0.74143,1000
ring,13,float,4096,mean,1.38521e-05,0.295696,0.5459,1000
ring,13,float,4096,median,1.08095e-05,0.378926,0.699556,1000
ring,13,float,4096,max,0.000138121,0.0296552,0.054748,1000
ring,13,float,4096,stddev,1.12162e-05,0.365186,0.674189,1000
mpi-default,13,float,4096,min,1.2332e-05,0.332144,0.613189,1000
mpi-default,13,float,4096,mean,1.94322e-05,0.210784,0.38914,1000
mpi-default,13,float,4096,median,1.54295e-05,0.265466,0.49009,1000
mpi-default,13,float,4096,max,0.00041301,0.00991744,0.0183091,1000
mpi-default,13,float,4096,stddev,1.94509e-05,0.210582,0.388767,1000
ring,13,float,8192,min,1.1085e-05,0.739017,1.36434,1000
ring,13,float,8192,mean,1.55363e-05,0.527281,0.973442,1000
ring,13,float,8192,median,1.18795e-05,0.689591,1.27309,1000
ring,13,float,8192,max,0.000292946,0.0279642,0.0516262,1000
ring,13,float,8192,stddev,1.54897e-05,0.528868,0.976372,1000
mpi-default,13,float,8192,min,1.4503e-05,0.564849,1.0428,1000
mpi-default,13,float,8192,mean,2.36037e-05,0.347064,0.640734,1000
mpi-default,13,float,8192,median,1.75735e-05,0.466156,0.860596,1000
mpi-default,13,float,8192,max,0.000490357,0.0167062,0.0308422,1000
mpi-default,13,float,8192,stddev,2.86476e-05,0.285958,0.527923,1000
ring,13,float,16384,min,1.3941e-05,1.17524,2.16967,1000
ring,13,float,16384,mean,1.94069e-05,0.844237,1.55859,1000
ring,13,float,16384,median,1.53075e-05,1.07033,1.97598,1000
ring,13,float,16384,max,0.000271876,0.0602628,0.111254,1000
ring,13,float,16384,stddev,1.47984e-05,1.10715,2.04397,1000
mpi-default,13,float,16384,min,2.1364e-05,0.766898,1.41581,1000
mpi-default,13,float,16384,mean,3.23342e-05,0.506707,0.93546,1000
mpi-default,13,float,16384,median,2.6305e-05,0.622847,1.14987,1000
mpi-default,13,float,16384,max,0.000299007,0.0547947,0.101159,1000
mpi-default,13,float,16384,stddev,2.09674e-05,0.781402,1.44259,1000
ring,13,float,32768,min,2.0386e-05,1.60738,2.96747,1000
ring,13,float,32768,mean,2.9038e-05,1.12845,2.0833,1000
ring,13,float,32768,median,2.1884e-05,1.49735,2.76434,1000
ring,13,float,32768,max,0.000279574,0.117207,0.216382,1000
ring,13,float,32768,stddev,2.11324e-05,1.5506,2.86265,1000
mpi-default,13,float,32768,min,3.3036e-05,0.991888,1.83118,1000
mpi-default,13,float,32768,mean,5.03076e-05,0.651353,1.2025,1000
mpi-default,13,float,32768,median,4.15805e-05,0.788062,1.45488,1000
mpi-default,13,float,32768,max,0.000323816,0.101193,0.186818,1000
mpi-default,13,float,32768,stddev,2.66137e-05,1.23125,2.27307,1000
ring,13,float,65536,min,5.586e-05,1.17322,2.16594,1000
ring,13,float,65536,mean,7.99673e-05,0.819535,1.51299,1000
ring,13,float,65536,median,6.40795e-05,1.02273,1.88812,1000
ring,13,float,65536,max,0.000553854,0.118327,0.21845,1000
ring,13,float,65536,stddev,4.35366e-05,1.50531,2.77903,1000
mpi-default,13,float,65536,min,4.8422e-05,1.35343,2.49865,1000
mpi-default,13,float,65536,mean,6.96329e-05,0.941165,1.73753,1000
mpi-default,13,float,65536,median,5.99135e-05,1.09384,2.0194,1000
mpi-default,13,float,65536,max,0.000561385,0.11674,0.21552,1000
mpi-default,13,float,65536,stddev,3.18882e-05,2.05518,3.79418,1000
ring,13,float,131072,min,7.2318e-05,1.81244,3.34604,1000
ring,13,float,131072,mean,9.73689e-05,1.34614,2.48518,1000
ring,13,float,131072,median,8.4346e-05,1.55398,2.86889,1000
ring,13,float,131072,max,0.000538632,0.243342,0.449247,1000
ring,13,float,131072,stddev,3.9539e-05,3.31501,6.12002,1000
mpi-default,13,float,131072,min,7.2579e-05,1.80592,3.33401,1000
mpi-default,13,float,131072,mean,0.000113894,1.15083,2.12461,1000
mpi-default,13,float,131072,median,0.000101221,1.29492,2.39061,1000
mpi-default,13,float,131072,max,0.000531423,0.246643,0.455342,1000
mpi-default,13,float,131072,stddev,4.61608e-05,2.83946,5.24208,1000
ring,13,float,262144,min,0.000101163,2.5913,4.78394,1000
ring,13,float,262144,mean,0.000149238,1.75655,3.24286,1000
ring,13,float,262144,median,0.00013283,1.97352,3.64343,1000
ring,13,float,262144,max,0.000882387,0.297085,0.548465,1000
ring,13,float,262144,stddev,5.43642e-05,4.82199,8.90214,1000
mpi-default,13,float,262144,min,0.000109445,2.39521,4.42193,1000
mpi-default,13,float,262144,mean,0.000183003,1.43246,2.64454,1000
mpi-default,13,float,262144,median,0.000171999,1.5241,2.81372,1000
mpi-default,13,float,262144,max,0.000554604,0.472669,0.872619,1000
mpi-default,13,float,262144,stddev,4.91362e-05,5.33504,9.84931,1000
ring,13,float,524288,min,0.000154856,3.38565,6.25043,1000
ring,13,float,524288,mean,0.000237111,2.21115,4.08212,1000
ring,13,float,524288,median,0.0002186,2.39839,4.4278,1000
ring,13,float,524288,max,0.000899401,0.58293,1.07618,1000
ring,13,float,524288,stddev,6.92521e-05,7.57071,13.9767,1000
mpi-default,13,float,524288,min,0.000213674,2.45368,4.52987,946
mpi-default,13,float,524288,mean,0.000317165,1.65304,3.05177,946
mpi-default,13,float,524288,median,0.000304805,1.72008,3.17553,946
mpi-default,13,float,524288,max,0.000973617,0.538495,0.994145,946
mpi-default,13,float,524288,stddev,6.6855e-05,7.84217,14.4778,946
ring,13,float,1048576,min,0.00027637,3.7941,7.0045,731
ring,13,float,1048576,mean,0.000410835,2.55231,4.71195,731
ring,13,float,1048576,median,0.000395288,2.65269,4.89727,731
ring,13,float,1048576,max,0.000995332,1.05349,1.94491,731
ring,13,float,1048576,stddev,7.85935e-05,13.3418,24.6309,731
mpi-default,13,float,1048576,min,0.000447213,2.34469,4.32866,489
mpi-default,13,float,1048576,mean,0.000613931,1.70797,3.15318,489
mpi-default,13,float,1048576,median,0.000595362,1.76124,3.25152,489
mpi-default,13,float,1048576,max,0.00128497,0.81603,1.50652,489
mpi-default,13,float,1048576,stddev,0.000101277,10.3536,19.1143,489
ring,13,float,2097152,min,0.000584916,3.58539,6.61918,377
ring,13,float,2097152,mean,0.000797065,2.63109,4.8574,377
ring,13,float,2097152,median,0.000773464,2.71138,5.00562,377
ring,13,float,2097152,max,0.00142179,1.47501,2.7231,377
ring,13,float,2097152,stddev,0.000134699,15.5692,28.7431,377
mpi-default,13,float,2097152,min,0.00127059,1.65054,3.04715,175
mpi-default,13,float,2097152,mean,0.00172282,1.21728,2.24728,175
mpi-default,13,float,2097152,median,0.00170272,1.23164,2.27381,175
mpi-default,13,float,2097152,max,0.00229887,0.912253,1.68416,175
mpi-default,13,float,2097152,stddev,0.000203206,10.3203,19.0529,175
ring,13,float,4194304,min,0.00259598,1.61569,2.98282,99
ring,13,float,4194304,mean,0.00304982,1.37526,2.53895,99
ring,13,float,4194304,median,0.00305303,1.37382,2.53628,99
ring,13,float,4194304,max,0.00374023,1.1214,2.07028,99
ring,13,float,4194304,stddev,0.00020719,20.2437,37.373,99
mpi-default,13,float,4194304,min,0.00495948,0.845715,1.56132,52
mpi-default,13,float,4194304,mean,0.00578785,0.724674,1.33786,52
mpi-default,13,float,4194304,median,0.00571883,0.733421,1.35401,52
mpi-default,13,float,4194304,max,0.0070785,0.592542,1.09392,52
mpi-default,13,float,4194304,stddev,0.000480011,8.73793,16.1316,52
ring,13,float,8388608,min,0.00681802,1.23036,2.27143,42
ring,13,float,8388608,mean,0.0072534,1.15651,2.13509,42
ring,13,float,8388608,median,0.0071849,1.16753,2.15545,42
ring,13,float,8388608,max,0.00785747,1.0676,1.97095,42
ring,13,float,8388608,stddev,0.000285148,29.4184,54.311,42
mpi-default,13,float,8388608,min,0.0124359,0.674548,1.24532,22
mpi-default,13,float,8388608,mean,0.0139276,0.602301,1.11194,22
mpi-default,13,float,8388608,median,0.0139198,0.602639,1.11256,22
mpi-default,13,float,8388608,max,0.0158688,0.528623,0.97592,22
mpi-default,13,float,8388608,stddev,0.000949483,8.83492,16.3106,22
ring,13,float,16777216,min,0.0143258,1.17112,2.16206,19
ring,13,float,16777216,mean,0.0157962,1.06211,1.96081,19
ring,13,float,16777216,median,0.0157681,1.064,1.9643,19
ring,13,float,16777216,max,0.0167747,1.00015,1.84643,19
ring,13,float,16777216,stddev,0.000551457,30.4235,56.1664,19
mpi-default,13,float,16777216,min,0.027447,0.61126,1.12848,11
mpi-default,13,float,16777216,mean,0.029175,0.575055,1.06164,11
mpi-default,13,float,16777216,median,0.0291303,0.575938,1.06327,11
mpi-default,13,float,16777216,max,0.0326062,0.514541,0.949922,11
mpi-default,13,float,16777216,stddev,0.00135737,12.3601,22.8186,11
ring,13,float,33554432,min,0.0401276,0.836193,1.54374,8
ring,13,float,33554432,mean,0.0411598,0.815223,1.50503,8
ring,13,float,33554432,median,0.041139,0.815635,1.50579,8
ring,13,float,33554432,max,0.0422266,0.794629,1.46701,8
ring,13,float,33554432,stddev,0.00064704,51.8583,95.7385,8
mpi-default,13,float,33554432,min,0.0614051,0.546444,1.00882,5
mpi-default,13,float,33554432,mean,0.0646418,0.519082,0.958306,5
mpi-default,13,float,33554432,median,0.0637875,0.526034,0.97114,5
mpi-default,13,float,33554432,max,0.0673326,0.498338,0.920009,5
mpi-default,13,float,33554432,stddev,0.00259896,12.9107,23.8352,5
ring,13,float,67108864,min,0.091909,0.730166,1.348,4
ring,13,float,67108864,mean,0.0928244,0.722966,1.33471,4
ring,13,float,67108864,median,0.0928056,0.723112,1.33498,4
ring,13,float,67108864,max,0.0937773,0.71562,1.32114,4
ring,13,float,67108864,stddev,0.00100805,66.5731,122.904,4
mpi-default,13,float,67108864,min,0.118007,0.568687,1.04988,3
mpi-default,13,float,67108864,mean,0.121435,0.552631,1.02024,3
mpi-default,13,float,67108864,median,0.120396,0.557401,1.02905,3
mpi-default,13,float,67108864,max,0.125903,0.533022,0.984041,3
mpi-default,13,float,67108864,stddev,0.00404918,16.5734,30.5971,3
ring,13,float,134217728,min,0.183717,0.730566,1.34874,3
ring,13,float,134217728,mean,0.185545,0.723369,1.33545,3
ring,13,float,134217728,median,0.18568,0.722845,1.33448,3
ring,13,float,134217728,max,0.187239,0.716827,1.32337,3
ring,13,float,134217728,stddev,0.00176447,76.0671,140.432,3
mpi-default,13,float,134217728,min,0.233788,0.5741,1.05988,3
mpi-default,13,float,134217728,mean,0.239912,0.559447,1.03282,3
mpi-default,13,float,134217728,median,0.239766,0.559786,1.03345,3
mpi-default,13,float,134217728,max,0.24618,0.545201,1.00652,3
mpi-default,13,float,134217728,stddev,0.00619741,21.6571,39.9823,3
mpi-ring,13,float,8,min,1.113e-06,0.00718778,0.0132697,1000
mpi-ring,13,float,8,mean,2.17937e-06,0.00367079,0.00677684,1000
mpi-ring,13,float,8,median,1.428e-06,0.00560224,0.0103426,1000
mpi-ring,13,float,8,max,0.000106774,7.49246e-05,0.000138322,1000
mpi-ring,13,float,8,stddev,6.02788e-06,0.00132717,0.00245015,1000
mpi-ring,13,float,16,min,1.301e-06,0.0122982,0.0227044,1000
mpi-ring,13,float,16,mean,2.25755e-06,0.00708732,0.0130843,1000
mpi-ring,13,float,16,median,1.5825e-06,0.0101106,0.0186657,1000
mpi-ring,13,float,16,max,0.000100842,0.000158664,0.000292918,1000
mpi-ring,13,float,16,stddev,5.16499e-06,0.00309778,0.00571898,1000
mpi-ring,13,float,32,min,1.306e-06,0.0245023,0.045235,1000
mpi-ring,13,float,32,mean,2.20181e-06,0.0145335,0.0268311,1000
mpi-ring,13,float,32,median,1.5915e-06,0.0201068,0.0371203,1000
mpi-ring,13,float,32,max,0.000127839,0.000250315,0.00046212,1000
mpi-ring,13,float,32,stddev,5.41209e-06,0.00591268,0.0109157,1000
mpi-ring,13,float,64,min,5.274e-06,0.012135,0.0224031,1000
mpi-ring,13,float,64,mean,1.04835e-05,0.00610481,0.0112704,1000
mpi-ring,13,float,64,median,6.0785e-06,0.0105289,0.019438,1000
mpi-ring,13,float,64,max,0.000260996,0.000245214,0.000452704,1000
mpi-ring,13,float,64,stddev,1.84121e-05,0.00347597,0.00641717,1000
mpi-ring,13,float,128,min,5.375e-06,0.023814,0.0439642,1000
mpi-ring,13,float,128,mean,9.03568e-06,0.0141661,0.0261527,1000
mpi-ring,13,float,128,median,6.1525e-06,0.0208046,0.0384084,1000
mpi-ring,13,float,128,max,0.00026018,0.000491967,0.000908247,1000
mpi-ring,13,float,128,stddev,1.49549e-05,0.0085591,0.0158014,1000
mpi-ring,13,float,256,min,5.624e-06,0.0455192,0.0840355,1000
mpi-ring,13,float,256,mean,1.01964e-05,0.0251068,0.046351,1000
mpi-ring,13,float,256,median,6.427e-06,0.039832,0.0735359,1000
mpi-ring,13,float,256,max,0.00047095,0.000543582,0.00100354,1000
mpi-ring,13,float,256,stddev,2.09606e-05,0.0122134,0.0225478,1000
mpi-ring,13,float,512,min,5.825e-06,0.087897,0.162271,1000
mpi-ring,13,float,512,mean,8.97774e-06,0.0570299,0.105286,1000
mpi-ring,13,float,512,median,6.498e-06,0.0787935,0.145465,1000
mpi-ring,13,float,512,max,0.000151592,0.00337749,0.00623536,1000
mpi-ring,13,float,512,stddev,1.13999e-05,0.0449127,0.0829157,1000
mpi-ring,13,float,1024,min,6.027e-06,0.169902,0.313665,1000
mpi-ring,13,float,1024,mean,9.22633e-06,0.110987,0.204899,1000
mpi-ring,13,float,1024,median,6.9975e-06,0.146338,0.270162,1000
mpi-ring,13,float,1024,max,0.0002337,0.00438169,0.00808927,1000
mpi-ring,13,float,1024,stddev,1.19433e-05,0.0857385,0.158287,1000
mpi-ring,13,float,2048,min,6.328e-06,0.323641,0.597491,1000
mpi-ring,13,float,2048,mean,1.00292e-05,0.204205,0.376993,1000
mpi-ring,13,float,2048,median,7.374e-06,0.277733,0.512737,1000
mpi-ring,13,float,2048,max,0.000225828,0.00906885,0.0167425,1000
mpi-ring,13,float,2048,stddev,1.36002e-05,0.150586,0.278006,1000
mpi-ring,13,float,4096,min,1.0127e-05,0.404463,0.746702,1000
mpi-ring,13,float,4096,mean,1.50785e-05,0.271645,0.501499,1000
mpi-ring,13,float,4096,median,1.1146e-05,0.367486,0.678436,1000
mpi-ring,13,float,4096,max,0.00054426,0.00752581,0.0138938,1000
mpi-ring,13,float,4096,stddev,2.16886e-05,0.188855,0.348655,1000
mpi-ring,13,float,8192,min,1.1431e-05,0.716648,1.32304,1000
mpi-ring,13,float,8192,mean,1.7747e-05,0.461598,0.852181,1000
mpi-ring,13,float,8192,median,1.2845e-05,0.637758,1.1774,1000
mpi-ring,13,float,8192,max,0.00025488,0.0321406,0.0593365,1000
mpi-ring,13,float,8192,stddev,1.9408e-05,0.422093,0.779249,1000
mpi-ring,13,float,16384,min,1.4077e-05,1.16388,2.14871,1000
mpi-ring,13,float,16384,mean,1.97311e-05,0.830363,1.53298,1000
mpi-ring,13,float,16384,median,1.6169e-05,1.0133,1.8707,1000
mpi-ring,13,float,16384,max,0.000416179,0.0393677,0.0726788,1000
mpi-ring,13,float,16384,stddev,1.62764e-05,1.00661,1.85836,1000
mpi-ring,13,float,32768,min,1.9905e-05,1.64622,3.03917,1000
mpi-ring,13,float,32768,mean,2.83064e-05,1.15762,2.13714,1000
mpi-ring,13,float,32768,median,2.20705e-05,1.4847,2.74098,1000
mpi-ring,13,float,32768,max,0.000234979,0.139451,0.257448,1000
mpi-ring,13,float,32768,stddev,1.90261e-05,1.72227,3.17957,1000
mpi-ring,13,float,65536,min,6.5417e-05,1.00182,1.84951,1000
mpi-ring,13,float,65536,mean,9.87331e-05,0.663769,1.22542,1000
mpi-ring,13,float,65536,median,8.74005e-05,0.749836,1.38431,1000
mpi-ring,13,float,65536,max,0.000644945,0.101615,0.187597,1000
mpi-ring,13,float,65536,stddev,4.53486e-05,1.44516,2.66799,1000
mpi-ring,13,float,131072,min,7.6346e-05,1.71682,3.16951,1000
mpi-ring,13,float,131072,mean,0.000132023,0.992799,1.83286,1000
mpi-ring,13,float,131072,median,0.000117679,1.1138,2.05626,1000
mpi-ring,13,float,131072,max,0.000525527,0.249411,0.46045,1000
mpi-ring,13,float,131072,stddev,4.90112e-05,2.67432,4.93722,1000
mpi-ring,13,float,262144,min,0.000124447,2.10647,3.88887,1000
mpi-ring,13,float,262144,mean,0.000180405,1.45309,2.68262,1000
mpi-ring,13,float,262144,median,0.000166902,1.57065,2.89965,1000
mpi-ring,13,float,262144,max,0.000672527,0.38979,0.719611,1000
mpi-ring,13,float,262144,stddev,5.05453e-05,5.18632,9.57475,1000
mpi-ring,13,float,524288,min,0.000169195,3.09872,5.72071,1000
mpi-ring,13,float,524288,mean,0.000291309,1.79977,3.32265,1000
mpi-ring,13,float,524288,median,0.000276828,1.89391,3.49645,1000
mpi-ring,13,float,524288,max,0.00116766,0.449007,0.828937,1000
mpi-ring,13,float,524288,stddev,7.93354e-05,6.6085,12.2003,1000
mpi-ring,13,float,1048576,min,0.000332353,3.15501,5.82463,575
